LSOA code (2011),LSOA name (2011),Local Authority District code (2019),Local Authority District name (2019),Index of Multiple Deprivation (IMD) Score,Index of Multiple Deprivation (IMD) Rank (where 1 is most deprived),Index of Multiple Deprivation (IMD) Decile (where 1 is most deprived 10% of LSOAs)
E01000369,Bexley 014C,E09000004,Bexley,14.6,19297,6
E01000370,Bexley 014D,E09000004,Bexley,11.4,22899,7
E01000371,Bexley 014E,E09000004,Bexley,8.2,26858,9
E01000372,Bexley 010C,E09000004,Bexley,29.9,8063,3
E01000373,Bexley 008A,E09000004,Bexley,29.3,8331,3
E01000374,Bexley 019A,E09000004,Bexley,42.4,3624,2
E01000375,Bexley 019B,E09000004,Bexley,18.3,15879,5
E01000376,Bexley 019C,E09000004,Bexley,16.2,17727,6
E01000377,Bexley 019D,E09000004,Bexley,12.3,21848,7
E01000378,Bexley 019E,E09000004,Bexley,21.2,13369,5
E01000379,Bexley 019F,E09000004,Bexley,18.6,15579,5
E01000380,Bexley 010D,E09000004,Bexley,23.3,11840,4
E01000381,Bexley 028A,E09000004,Bexley,27.8,9141,3
E01000382,Bexley 027A,E09000004,Bexley,6.4,28932,9
E01000383,Bexley 028B,E09000004,Bexley,21.1,13501,5
E01000384,Bexley 027B,E09000004,Bexley,12.1,22083,7
E01000385,Bexley 028C,E09000004,Bexley,32.3,6958,3
E01000386,Bexley 028D,E09000004,Bexley,41.6,3835,2
E01000387,Bexley 027C,E09000004,Bexley,12.3,21777,7
E01000388,Bexley 016A,E09000004,Bexley,10.8,23585,8
E01000389,Bexley 020E,E09000004,Bexley,11.2,23070,8
E01000390,Bexley 020F,E09000004,Bexley,10.2,24292,8
E01000391,Bexley 021E,E09000004,Bexley,13.9,20043,7
E01000392,Bexley 016B,E09000004,Bexley,22.9,12119,4
E01000393,Bexley 020G,E09000004,Bexley,9.2,25584,8
E01000394,Bexley 015E,E09000004,Bexley,9.3,25359,8
E01000395,Bexley 018B,E09000004,Bexley,5.0,30471,10
E01000396,Bexley 018C,E09000004,Bexley,8.1,26986,9
E01000398,Bexley 029A,E09000004,Bexley,20.0,14343,5
E01000399,Bexley 029B,E09000004,Bexley,9.1,25650,8
E01000400,Bexley 029C,E09000004,Bexley,14.7,19222,6
E01000401,Bexley 013A,E09000004,Bexley,21.1,13478,5
E01000402,Bexley 005B,E09000004,Bexley,23.5,11661,4
E01000403,Bexley 004A,E09000004,Bexley,29.5,8247,3
E01000404,Bexley 004B,E09000004,Bexley,30.1,7988,3
E01000405,Bexley 004C,E09000004,Bexley,28.9,8556,3
E01000406,Bexley 005C,E09000004,Bexley,23.3,11865,4
E01000407,Bexley 005D,E09000004,Bexley,14.6,19290,6
E01000408,Bexley 004D,E09000004,Bexley,23.8,11511,4
E01000409,Bexley 016C,E09000004,Bexley,5.9,29535,9
E01000410,Bexley 018D,E09000004,Bexley,7.5,27698,9
E01000411,Bexley 016D,E09000004,Bexley,9.6,24984,8
E01000412,Bexley 018E,E09000004,Bexley,8.6,26294,9
E01000413,Bexley 018F,E09000004,Bexley,11.0,23374,8
E01000414,Bexley 016E,E09000004,Bexley,13.6,20333,7
E01000415,Bexley 016F,E09000004,Bexley,6.2,29162,9
E01000416,Bexley 002A,E09000004,Bexley,25.3,10611,4
E01000417,Bexley 006B,E09000004,Bexley,19.6,14752,5
E01000418,Bexley 002B,E09000004,Bexley,18.7,15526,5
E01000419,Bexley 006C,E09000004,Bexley,8.7,26164,8
E01000420,Bexley 006D,E09000004,Bexley,11.2,23155,8
E01000421,Bexley 009D,E09000004,Bexley,7.2,28043,9
E01000422,Bexley 002C,E09000004,Bexley,35.9,5556,2
E01000423,Bexley 025C,E09000004,Bexley,5.6,29890,10
E01000424,Bexley 026A,E09000004,Bexley,6.8,28573,9
E01000425,Bexley 025D,E09000004,Bexley,6.5,28921,9
E01000426,Bexley 026B,E09000004,Bexley,10.3,24090,8
E01000427,Bexley 026C,E09000004,Bexley,12.9,21182,7
E01000428,Bexley 027D,E09000004,Bexley,23.9,11429,4
E01000429,Bexley 008B,E09000004,Bexley,42.5,3591,2
E01000430,Bexley 008C,E09000004,Bexley,16.5,17477,6
E01000431,Bexley 008D,E09000004,Bexley,36.1,5493,2
E01000432,Bexley 008E,E09000004,Bexley,24.4,11135,4
E01000433,Bexley 008F,E09000004,Bexley,35.5,5702,2
E01000434,Bexley 008G,E09000004,Bexley,38.2,4809,2
E01000435,Bexley 010E,E09000004,Bexley,31.2,7461,3
E01000436,Bexley 011E,E09000004,Bexley,5.0,30492,10
E01000437,Bexley 007A,E09000004,Bexley,13.7,20296,7
E01000438,Bexley 007B,E09000004,Bexley,14.0,19919,7
E01000439,Bexley 007C,E09000004,Bexley,23.8,11510,4
E01000440,Bexley 007D,E09000004,Bexley,7.7,27367,9
E01000441,Bexley 007E,E09000004,Bexley,29.0,8484,3
E01000442,Bexley 006E,E09000004,Bexley,13.9,20054,7
E01000443,Bexley 024B,E09000004,Bexley,18.2,15949,5
E01000444,Bexley 023B,E09000004,Bexley,6.8,28530,9
E01000445,Bexley 024C,E09000004,Bexley,5.8,29687,10
E01000446,Bexley 024D,E09000004,Bexley,6.2,29153,9
E01000447,Bexley 023C,E09000004,Bexley,10.4,24076,8
E01000448,Bexley 023D,E09000004,Bexley,3.2,32132,10
E01000449,Bexley 023E,E09000004,Bexley,5.4,30072,10
E01000450,Bexley 009E,E09000004,Bexley,18.0,16089,5
E01000451,Bexley 009F,E09000004,Bexley,7.5,27695,9
E01000452,Bexley 009G,E09000004,Bexley,7.5,27715,9
E01000453,Bexley 013B,E09000004,Bexley,8.0,27021,9
E01000454,Bexley 013C,E09000004,Bexley,18.6,15605,5
E01000455,Bexley 013D,E09000004,Bexley,8.2,26845,9
E01000456,Bexley 013E,E09000004,Bexley,6.1,29319,9
E01000457,Bexley 026D,E09000004,Bexley,12.1,22056,7
E01000458,Bexley 027E,E09000004,Bexley,5.6,29877,10
E01000459,Bexley 027F,E09000004,Bexley,14.4,19511,6
E01000460,Bexley 022E,E09000004,Bexley,5.1,30405,10
E01000461,Bexley 024E,E09000004,Bexley,7.1,28207,9
E01000462,Bexley 026E,E09000004,Bexley,14.3,19613,6
E01000463,Bexley 025E,E09000004,Bexley,5.1,30387,10
E01000464,Bexley 002D,E09000004,Bexley,25.5,10479,4
E01000465,Bexley 002E,E09000004,Bexley,28.7,8670,3
E01000466,Bexley 001A,E09000004,Bexley,23.4,11745,4
E01000467,Bexley 001B,E09000004,Bexley,18.6,15630,5
E01000468,Bexley 001C,E09000004,Bexley,20.9,13661,5
E01000469,Bexley 001D,E09000004,Bexley,19.9,14434,5
E01000470,Bexley 002F,E09000004,Bexley,38.3,4777,2
E01032566,Bexley 029D,E09000004,Bexley,25.2,10669,4
E01000471,Brent 026A,E09000005,Brent,21.5,13163,5
E01000472,Brent 029A,E09000005,Brent,22.9,12105,4
E01000473,Brent 029B,E09000005,Brent,25.2,10632,4
E01000474,Brent 026B,E09000005,Brent,21.8,12945,4
E01000475,Brent 029C,E09000005,Brent,21.1,13473,5
E01000476,Brent 026C,E09000005,Brent,19.7,14647,5
E01000477,Brent 026D,E09000005,Brent,23.5,11703,4
E01000478,Brent 029D,E09000005,Brent,23.7,11562,4
E01000479,Brent 009A,E09000005,Brent,15.8,18106,6
E01000480,Brent 006A,E09000005,Brent,11.8,22429,7
E01000481,Brent 009B,E09000005,Brent,27.7,9179,3
E01000482,Brent 009C,E09000005,Brent,33.3,6542,2
E01000483,Brent 009D,E09000005,Brent,33.5,6463,2
E01000484,Brent 006B,E09000005,Brent,38.6,4689,2
E01000485,Brent 006C,E09000005,Brent,29.7,8179,3
E01000486,Brent 006D,E09000005,Brent,15.6,18391,6
E01000487,Brent 006E,E09000005,Brent,17.6,16441,6
E01000488,Brent 022A,E09000005,Brent,24.3,11178,4
E01000489,Brent 030A,E09000005,Brent,23.3,11883,4
E01000490,Brent 023A,E09000005,Brent,24.2,11248,4
E01000491,Brent 030B,E09000005,Brent,21.2,13387,5
E01000492,Brent 030C,E09000005,Brent,13.4,20615,7
E01000493,Brent 030D,E09000005,Brent,12.3,21822,7
E01000494,Brent 023B,E09000005,Brent,19.5,14784,5
E01000495,Brent 023C,E09000005,Brent,32.6,6848,3
E01000497,Brent 011A,E09000005,Brent,23.7,11593,4
E01000498,Brent 010B,E09000005,Brent,32.5,6869,3
E01000499,Brent 011B,E09000005,Brent,27.1,9517,3
E01000501,Brent 011C,E09000005,Brent,35.7,5656,2
E01000502,Brent 011D,E09000005,Brent,28.7,8665,3
E01000503,Brent 011E,E09000005,Brent,28.6,8720,3
E01000504,Brent 018A,E09000005,Brent,21.4,13251,5
E01000505,Brent 018B,E09000005,Brent,20.3,14065,5
E01000506,Brent 014A,E09000005,Brent,30.4,7823,3
E01000507,Brent 018C,E09000005,Brent,22.0,12769,4
E01000508,Brent 025A,E09000005,Brent,37.8,4930,2
E01000509,Brent 014B,E09000005,Brent,34.2,6199,2
E01000510,Brent 014C,E09000005,Brent,30.1,7979,3
E01000511,Brent 014D,E09000005,Brent,31.0,7553,3
E01000512,Brent 018D,E09000005,Brent,18.9,15315,5
E01000513,Brent 002A,E09000005,Brent,15.5,18437,6
E01000514,Brent 002B,E09000005,Brent,14.6,19311,6
E01000515,Brent 003A,E09000005,Brent,27.5,9286,3
E01000516,Brent 002C,E09000005,Brent,19.4,14898,5
E01000517,Brent 003B,E09000005,Brent,13.6,20424,7
E01000518,Brent 005A,E09000005,Brent,25.9,10230,4
E01000519,Brent 005B,E09000005,Brent,20.4,14037,5
E01000520,Brent 002D,E09000005,Brent,20.6,13856,5
E01000521,Brent 025B,E09000005,Brent,53.1,1713,1
E01000522,Brent 025C,E09000005,Brent,31.4,7331,3
E01000523,Brent 031A,E09000005,Brent,31.7,7193,3
E01000524,Brent 031B,E09000005,Brent,44.2,3221,1
E01000525,Brent 031C,E09000005,Brent,33.6,6401,2
E01000526,Brent 025D,E09000005,Brent,42.1,3682,2
E01000527,Brent 025E,E09000005,Brent,34.2,6182,2
E01000528,Brent 025F,E09000005,Brent,46.0,2844,1
E01000530,Brent 033A,E09000005,Brent,15.6,18359,6
E01000531,Brent 033B,E09000005,Brent,25.3,10593,4
E01000532,Brent 033C,E09000005,Brent,22.1,12698,4
E01000533,Brent 031E,E09000005,Brent,38.6,4690,2
E01000534,Brent 033D,E09000005,Brent,19.4,14890,5
E01000535,Brent 031F,E09000005,Brent,29.6,8193,3
E01000536,Brent 004A,E09000005,Brent,11.3,23043,8
E01000538,Brent 004B,E09000005,Brent,9.6,25022,8
E01000539,Brent 004C,E09000005,Brent,9.4,25260,8
E01000540,Brent 004D,E09000005,Brent,10.5,23930,8
E01000541,Brent 004E,E09000005,Brent,14.8,19152,6
E01000543,Brent 003E,E09000005,Brent,21.4,13232,5
E01000544,Brent 034A,E09000005,Brent,33.6,6429,2
E01000545,Brent 028A,E09000005,Brent,30.4,7854,3
E01000546,Brent 028B,E09000005,Brent,22.3,12520,4
E01000547,Brent 028C,E09000005,Brent,22.7,12266,4
E01000548,Brent 028D,E09000005,Brent,32.7,6791,3
E01000549,Brent 028E,E09000005,Brent,17.1,16885,6
E01000550,Brent 034B,E09000005,Brent,34.6,6026,2
E01000551,Brent 034C,E09000005,Brent,41.1,3943,2
E01000552,Brent 034D,E09000005,Brent,43.4,3375,2
E01000553,Brent 015A,E09000005,Brent,29.1,8467,3
E01000554,Brent 015B,E09000005,Brent,21.0,13528,5
E01000555,Brent 015C,E09000005,Brent,15.9,17999,6
E01000556,Brent 015D,E09000005,Brent,32.0,7082,3
E01000557,Brent 015E,E09000005,Brent,23.5,11719,4
E01000558,Brent 015F,E09000005,Brent,26.8,9694,3
E01000559,Brent 018E,E09000005,Brent,22.1,12685,4
E01000560,Brent 023D,E09000005,Brent,19.1,15170,5
E01000561,Brent 023E,E09000005,Brent,24.7,10941,4
E01000562,Brent 008A,E09000005,Brent,10.9,23487,8
E01000563,Brent 008B,E09000005,Brent,9.6,25021,8
E01000564,Brent 013A,E09000005,Brent,17.3,16724,6
E01000565,Brent 013B,E09000005,Brent,23.9,11437,4
E01000566,Brent 008C,E09000005,Brent,14.8,19130,6
E01000567,Brent 016A,E09000005,Brent,18.2,15988,5
E01000568,Brent 008D,E09000005,Brent,14.3,19684,6
E01000569,Brent 008E,E09000005,Brent,9.5,25177,8
E01000570,Brent 012A,E09000005,Brent,24.1,11328,4
E01000571,Brent 012B,E09000005,Brent,22.2,12576,4
E01000572,Brent 007A,E09000005,Brent,12.3,21873,7
E01000573,Brent 007B,E09000005,Brent,13.4,20580,7
E01000574,Brent 007C,E09000005,Brent,10.7,23631,8
E01000575,Brent 007D,E09000005,Brent,17.4,16668,6
E01000576,Brent 012C,E09000005,Brent,16.5,17462,6
E01000577,Brent 007E,E09000005,Brent,32.6,6835,3
E01000578,Brent 012D,E09000005,Brent,28.9,8553,3
E01000579,Brent 032A,E09000005,Brent,28.9,8541,3
E01000580,Brent 032B,E09000005,Brent,20.1,14258,5
E01000581,Brent 030E,E09000005,Brent,15.5,18404,6
E01000582,Brent 032C,E09000005,Brent,14.3,19625,6
E01000583,Brent 032D,E09000005,Brent,21.3,13321,5
E01000584,Brent 033E,E09000005,Brent,14.5,19420,6
E01000585,Brent 033F,E09000005,Brent,14.2,19713,7
E01000586,Brent 032E,E09000005,Brent,21.5,13162,5
E01000587,Brent 001A,E09000005,Brent,15.0,18908,6
E01000588,Brent 002E,E09000005,Brent,26.1,10086,4
E01000589,Brent 001B,E09000005,Brent,19.3,15004,5
E01000590,Brent 001C,E09000005,Brent,19.0,15271,5
E01000591,Brent 003F,E09000005,Brent,20.6,13852,5
E01000592,Brent 001D,E09000005,Brent,20.7,13808,5
E01000593,Brent 001E,E09000005,Brent,19.6,14685,5
E01000594,Brent 001F,E09000005,Brent,17.1,16924,6
E01000595,Brent 027A,E09000005,Brent,45.3,2994,1
E01000596,Brent 021A,E09000005,Brent,46.5,2747,1
E01000599,Brent 027D,E09000005,Brent,51.4,1969,1
E01000600,Brent 027E,E09000005,Brent,36.8,5250,2
E01000601,Brent 021B,E09000005,Brent,57.2,1192,1
E01000602,Brent 021C,E09000005,Brent,39.8,4335,2
E01000603,Brent 021D,E09000005,Brent,39.1,4557,2
E01000604,Brent 021E,E09000005,Brent,43.1,3443,2
E01000605,Brent 021F,E09000005,Brent,45.5,2954,1
E01000606,Brent 016B,E09000005,Brent,19.7,14627,5
E01000607,Brent 013C,E09000005,Brent,18.8,15403,5
E01000608,Brent 013D,E09000005,Brent,22.1,12668,4
E01000609,Brent 016C,E09000005,Brent,21.0,13560,5
E01000610,Brent 019A,E09000005,Brent,24.9,10807,4
E01000611,Brent 016D,E09000005,Brent,24.0,11357,4
E01000612,Brent 019B,E09000005,Brent,23.0,12061,4
E01000613,Brent 013E,E09000005,Brent,25.3,10614,4
E01000615,Brent 017B,E09000005,Brent,19.8,14567,5
E01000616,Brent 020A,E09000005,Brent,21.6,13069,4
E01000617,Brent 017C,E09000005,Brent,24.1,11317,4
E01000618,Brent 017D,E09000005,Brent,21.8,12895,4
E01000619,Brent 017E,E09000005,Brent,19.4,14873,5
E01000620,Brent 020B,E09000005,Brent,20.9,13624,5
E01000621,Brent 020C,E09000005,Brent,25.2,10660,4
E01000622,Brent 010D,E09000005,Brent,30.1,7963,3
E01000623,Brent 005C,E09000005,Brent,16.1,17826,6
E01000624,Brent 005D,E09000005,Brent,18.7,15459,5
E01000625,Brent 009E,E09000005,Brent,22.4,12420,4
E01000626,Brent 010E,E09000005,Brent,43.5,3361,2
E01000627,Brent 014E,E09000005,Brent,39.2,4522,2
E01000628,Brent 014F,E09000005,Brent,33.7,6391,2
E01000629,Brent 005E,E09000005,Brent,15.8,18148,6
E01000630,Brent 026E,E09000005,Brent,28.7,8671,3
E01000631,Brent 019C,E09000005,Brent,16.9,17121,6
E01000632,Brent 029E,E09000005,Brent,18.6,15543,5
E01000633,Brent 019D,E09000005,Brent,24.5,11067,4
E01000634,Brent 019E,E09000005,Brent,21.9,12873,4
E01000635,Brent 020D,E09000005,Brent,29.7,8174,3
E01000636,Brent 020E,E09000005,Brent,18.2,15999,5
E01000637,Brent 022B,E09000005,Brent,23.3,11819,4
E01000638,Brent 024A,E09000005,Brent,28.9,8516,3
E01000639,Brent 022C,E09000005,Brent,22.1,12728,4
E01000640,Brent 024B,E09000005,Brent,27.0,9599,3
E01000641,Brent 024C,E09000005,Brent,30.8,7673,3
E01000642,Brent 022D,E09000005,Brent,27.3,9415,3
E01000643,Brent 024D,E09000005,Brent,51.1,2011,1
E01000644,Brent 022E,E09000005,Brent,25.0,10775,4
E01033424,Brent 017F,E09000005,Brent,23.1,12020,4
E01033455,Brent 031G,E09000005,Brent,42.1,3699,2
E01033456,Brent 027F,E09000005,Brent,52.9,1738,1
E01033457,Brent 017G,E09000005,Brent,20.2,14149,5
E01033463,Brent 003G,E09000005,Brent,13.6,20396,7
E01033464,Brent 010F,E09000005,Brent,29.7,8142,3
E01033485,Brent 031H,E09000005,Brent,33.9,6307,2
E01000645,Bromley 007A,E09000006,Bromley,4.4,31081,10
E01000646,Bromley 016A,E09000006,Bromley,8.7,26185,8
E01000647,Bromley 016B,E09000006,Bromley,6.9,28453,9
E01000648,Bromley 016C,E09000006,Bromley,6.4,28942,9
E01000649,Bromley 007B,E09000006,Bromley,9.1,25707,8
E01000650,Bromley 022A,E09000006,Bromley,11.7,22579,7
E01000651,Bromley 020A,E09000006,Bromley,9.8,24779,8
E01000652,Bromley 022B,E09000006,Bromley,6.3,29124,9
E01000653,Bromley 016D,E09000006,Bromley,9.8,24777,8
E01000654,Bromley 039A,E09000006,Bromley,7.9,27153,9
E01000655,Bromley 039B,E09000006,Bromley,10.1,24376,8
E01000656,Bromley 039C,E09000006,Bromley,6.8,28540,9
E01000657,Bromley 039D,E09000006,Bromley,12.2,21964,7
E01000658,Bromley 042A,E09000006,Bromley,6.9,28425,9
E01000659,Bromley 039E,E09000006,Bromley,7.7,27441,9
E01000661,Bromley 026A,E09000006,Bromley,37.6,5014,2
E01000662,Bromley 026B,E09000006,Bromley,18.2,15994,5
E01000663,Bromley 026C,E09000006,Bromley,17.6,16476,6
E01000664,Bromley 026D,E09000006,Bromley,19.0,15225,5
E01000665,Bromley 033A,E09000006,Bromley,11.3,23013,8
E01000666,Bromley 033B,E09000006,Bromley,5.6,29934,10
E01000667,Bromley 033C,E09000006,Bromley,6.9,28484,9
E01000668,Bromley 020B,E09000006,Bromley,11.5,22745,7
E01000669,Bromley 020C,E09000006,Bromley,8.8,26111,8
E01000670,Bromley 018A,E09000006,Bromley,5.9,29576,10
E01000671,Bromley 020D,E09000006,Bromley,10.6,23784,8
E01000672,Bromley 011A,E09000006,Bromley,7.6,27582,9
E01000673,Bromley 011B,E09000006,Bromley,8.3,26712,9
E01000674,Bromley 008A,E09000006,Bromley,12.2,21905,7
E01000675,Bromley 018B,E09000006,Bromley,10.2,24305,8
E01000676,Bromley 008B,E09000006,Bromley,20.8,13716,5
E01000677,Bromley 018C,E09000006,Bromley,13.3,20694,7
E01000678,Bromley 016E,E09000006,Bromley,8.9,25871,8
E01000679,Bromley 020E,E09000006,Bromley,8.8,25999,8
E01000680,Bromley 037A,E09000006,Bromley,9.2,25580,8
E01000681,Bromley 035A,E09000006,Bromley,2.7,32415,10
E01000682,Bromley 035B,E09000006,Bromley,4.3,31181,10
E01000683,Bromley 035C,E09000006,Bromley,12.3,21817,7
E01000684,Bromley 035D,E09000006,Bromley,3.5,31879,10
E01000685,Bromley 037B,E09000006,Bromley,12.6,21456,7
E01000686,Bromley 037C,E09000006,Bromley,7.3,27949,9
E01000687,Bromley 037D,E09000006,Bromley,6.5,28847,9
E01000688,Bromley 037E,E09000006,Bromley,2.6,32463,10
E01000689,Bromley 002A,E09000006,Bromley,21.8,12957,4
E01000690,Bromley 002B,E09000006,Bromley,7.2,28098,9
E01000691,Bromley 002C,E09000006,Bromley,13.1,20929,7
E01000692,Bromley 002D,E09000006,Bromley,6.7,28643,9
E01000693,Bromley 010A,E09000006,Bromley,11.7,22520,7
E01000694,Bromley 007C,E09000006,Bromley,7.8,27349,9
E01000695,Bromley 007D,E09000006,Bromley,7.6,27622,9
E01000696,Bromley 007E,E09000006,Bromley,7.3,27929,9
E01000697,Bromley 007F,E09000006,Bromley,3.5,31919,10
E01000698,Bromley 010B,E09000006,Bromley,14.0,19941,7
E01000699,Bromley 015A,E09000006,Bromley,20.1,14234,5
E01000700,Bromley 013A,E09000006,Bromley,13.7,20231,7
E01000701,Bromley 015B,E09000006,Bromley,12.8,21278,7
E01000702,Bromley 013B,E09000006,Bromley,10.1,24366,8
E01000703,Bromley 013C,E09000006,Bromley,10.5,23918,8
E01000704,Bromley 015C,E09000006,Bromley,10.3,24111,8
E01000705,Bromley 015D,E09000006,Bromley,16.3,17604,6
E01000706,Bromley 013D,E09000006,Bromley,16.6,17373,6
E01000707,Bromley 041A,E09000006,Bromley,3.3,32027,10
E01000708,Bromley 041B,E09000006,Bromley,7.9,27232,9
E01000709,Bromley 006A,E09000006,Bromley,16.2,17782,6
E01000710,Bromley 006B,E09000006,Bromley,10.3,24099,8
E01000711,Bromley 006C,E09000006,Bromley,11.8,22423,7
E01000712,Bromley 012A,E09000006,Bromley,7.0,28325,9
E01000713,Bromley 012B,E09000006,Bromley,8.1,26931,9
E01000714,Bromley 006D,E09000006,Bromley,10.0,24549,8
E01000715,Bromley 012C,E09000006,Bromley,6.6,28816,9
E01000716,Bromley 011C,E09000006,Bromley,7.5,27657,9
E01000717,Bromley 011D,E09000006,Bromley,8.4,26511,9
E01000718,Bromley 006E,E09000006,Bromley,27.3,9395,3
E01000719,Bromley 019A,E09000006,Bromley,25.4,10496,4
E01000720,Bromley 019B,E09000006,Bromley,43.3,3404,2
E01000721,Bromley 019C,E09000006,Bromley,43.2,3421,2
E01000722,Bromley 023A,E09000006,Bromley,23.6,11642,4
E01000723,Bromley 029A,E09000006,Bromley,13.7,20244,7
E01000724,Bromley 019D,E09000006,Bromley,36.1,5486,2
E01000725,Bromley 023B,E09000006,Bromley,27.9,9089,3
E01000726,Bromley 029B,E09000006,Bromley,16.2,17771,6
E01000727,Bromley 028A,E09000006,Bromley,14.5,19463,6
E01000728,Bromley 019E,E09000006,Bromley,21.4,13215,5
E01000729,Bromley 014A,E09000006,Bromley,40.9,3993,2
E01000730,Bromley 014B,E09000006,Bromley,41.8,3782,2
E01000731,Bromley 023C,E09000006,Bromley,29.7,8144,3
E01000732,Bromley 023D,E09000006,Bromley,14.4,19583,6
E01000733,Bromley 023E,E09000006,Bromley,20.0,14387,5
E01000734,Bromley 028B,E09000006,Bromley,12.0,22209,7
E01000735,Bromley 014C,E09000006,Bromley,30.1,8001,3
E01000736,Bromley 010C,E09000006,Bromley,21.9,12857,4
E01000737,Bromley 010D,E09000006,Bromley,32.2,7000,3
E01000738,Bromley 014D,E09000006,Bromley,20.2,14203,5
E01000739,Bromley 014E,E09000006,Bromley,42.4,3608,2
E01000740,Bromley 005A,E09000006,Bromley,25.7,10368,4
E01000741,Bromley 005B,E09000006,Bromley,24.9,10835,4
E01000742,Bromley 005C,E09000006,Bromley,23.3,11887,4
E01000743,Bromley 009A,E09000006,Bromley,34.8,5959,2
E01000744,Bromley 009B,E09000006,Bromley,41.7,3807,2
E01000745,Bromley 005D,E09000006,Bromley,19.5,14848,5
E01000746,Bromley 005E,E09000006,Bromley,17.5,16568,6
E01000747,Bromley 042B,E09000006,Bromley,20.2,14131,5
E01000748,Bromley 042C,E09000006,Bromley,12.7,21419,7
E01000749,Bromley 036A,E09000006,Bromley,11.3,22952,7
E01000750,Bromley 036B,E09000006,Bromley,30.7,7689,3
E01000751,Bromley 036C,E09000006,Bromley,6.7,28683,9
E01000752,Bromley 036D,E09000006,Bromley,8.4,26565,9
E01000753,Bromley 031A,E09000006,Bromley,6.1,29304,9
E01000754,Bromley 031B,E09000006,Bromley,7.4,27768,9
E01000755,Bromley 031C,E09000006,Bromley,5.1,30441,10
E01000756,Bromley 033D,E09000006,Bromley,4.9,30572,10
E01000757,Bromley 031D,E09000006,Bromley,4.5,31058,10
E01000758,Bromley 031E,E09000006,Bromley,3.3,32014,10
E01000759,Bromley 034A,E09000006,Bromley,7.8,27295,9
E01000760,Bromley 034B,E09000006,Bromley,9.1,25692,8
E01000761,Bromley 034C,E09000006,Bromley,7.3,27991,9
E01000762,Bromley 018D,E09000006,Bromley,7.0,28376,9
E01000763,Bromley 027A,E09000006,Bromley,5.4,30116,10
E01000764,Bromley 027B,E09000006,Bromley,12.2,21942,7
E01000765,Bromley 034D,E09000006,Bromley,7.2,28050,9
E01000766,Bromley 027C,E09000006,Bromley,3.0,32211,10
E01000767,Bromley 027D,E09000006,Bromley,4.8,30743,10
E01000768,Bromley 034E,E09000006,Bromley,8.7,26148,8
E01000769,Bromley 024A,E09000006,Bromley,23.9,11404,4
E01000770,Bromley 012D,E09000006,Bromley,6.0,29445,9
E01000771,Bromley 041C,E09000006,Bromley,5.5,30037,10
E01000772,Bromley 012E,E09000006,Bromley,4.1,31454,10
E01000773,Bromley 024B,E09000006,Bromley,6.5,28902,9
E01000774,Bromley 041D,E09000006,Bromley,9.4,25304,8
E01000775,Bromley 024C,E09000006,Bromley,7.3,27896,9
E01000777,Bromley 024D,E09000006,Bromley,7.7,27406,9
E01000778,Bromley 024E,E09000006,Bromley,13.2,20877,7
E01000779,Bromley 001A,E09000006,Bromley,15.1,18817,6
E01000780,Bromley 001B,E09000006,Bromley,22.7,12270,4
E01000781,Bromley 001C,E09000006,Bromley,37.3,5113,2
E01000782,Bromley 001D,E09000006,Bromley,47.7,2534,1
E01000783,Bromley 001E,E09000006,Bromley,31.4,7328,3
E01000784,Bromley 002E,E09000006,Bromley,10.2,24279,8
E01000785,Bromley 001F,E09000006,Bromley,31.6,7238,3
E01000786,Bromley 032A,E09000006,Bromley,9.5,25123,8
E01000787,Bromley 029C,E09000006,Bromley,22.4,12471,4
E01000788,Bromley 029D,E09000006,Bromley,23.0,12035,4
E01000789,Bromley 032B,E09000006,Bromley,36.6,5332,2
E01000790,Bromley 028C,E09000006,Bromley,13.6,20322,7
E01000791,Bromley 029E,E09000006,Bromley,9.7,24944,8
E01000792,Bromley 032C,E09000006,Bromley,18.9,15361,5
